Date,Day of Week,Time,Item,Price,Tip
2024-05-19,Sunday,18:19,Salmon en Papillote,30,3.34
2024-08-20,Tuesday,21:26,Lobster Thermidor,55,6.46
2024-05-03,Friday,18:13,Lobster Thermidor,55,11.56
2024-12-28,Saturday,20:19,Lobster Thermidor,55,8.18
2024-04-22,Monday,20:44,Truffle Risotto,35,5.93
2024-11-14,Thursday,20:55,Salmon en Papillote,30,8.55
2024-07-01,Monday,21:35,Chocolate Souffle,20,2.85
2024-02-21,Wednesday,18:11,Truffle Risotto,35,6.59
2024-07-12,Friday,20:04,Duck Confit,40,9.95
2024-12-14,Saturday,21:29,Foie Gras,50,6.5
2024-11-28,Thursday,18:58,Duck Confit,40,11.68
2024-03-21,Thursday,21:22,Truffle Risotto,35,7.9
2024-08-13,Tuesday,20:36,Filet Mignon,45,9.51
2024-08-28,Wednesday,17:58,Chocolate Souffle,20,3.38
2024-02-26,Monday,20:37,Creme Brulee,15,2.98
2024-05-11,Saturday,21:15,Chocolate Souffle,20,3.7
2024-12-11,Wednesday,18:12,Filet Mignon,45,7.19
2024-04-05,Friday,17:17,Duck Confit,40,9.06
2024-03-06,Wednesday,17:17,Lobster Thermidor,55,7.35
2024-07-07,Sunday,20:46,Creme Brulee,15,3.83
2024-04-16,Tuesday,19:47,Chocolate Souffle,20,2.42
2024-11-18,Monday,17:23,Salmon en Papillote,30,8.57
2024-05-04,Saturday,20:30,Truffle Risotto,35,10.38
2024-07-04,Thursday,21:10,Filet Mignon,45,10.91
2024-01-03,Wednesday,19:55,Duck Confit,40,11.6
2024-10-17,Thursday,18:25,Chocolate Souffle,20,5.87
2024-04-02,Tuesday,19:10,Duck Confit,40,7.44
2024-01-10,Wednesday,18:15,Foie Gras,50,11.19
2024-10-20,Sunday,21:13,Creme Brulee,15,3.9
2024-06-05,Wednesday,21:03,Foie Gras,50,11.22
2024-02-12,Monday,21:19,Filet Mignon,45,4.66
2024-11-01,Friday,19:01,Creme Brulee,15,1.53
2024-07-07,Sunday,17:52,Duck Confit,40,10.43
2024-04-04,Thursday,19:48,Foie Gras,50,12.53
2024-10-28,Monday,21:30,Chocolate Souffle,20,3.02
2024-06-28,Friday,18:08,Filet Mignon,45,10.33
2024-05-24,Friday,18:56,Salmon en Papillote,30,6.63
2024-06-02,Sunday,19:25,Duck Confit,40,6.63
2024-01-07,Sunday,18:23,Duck Confit,40,10.57
2024-07-24,Wednesday,21:04,Chocolate Souffle,20,2.89
2024-02-17,Saturday,20:28,Filet Mignon,45,8.32
2024-02-02,Friday,17:14,Chocolate Souffle,20,2.28
2024-03-08,Friday,20:36,Truffle Risotto,35,10.32
2024-11-17,Sunday,19:43,Foie Gras,50,13.56
2024-11-02,Saturday,18:51,Truffle Risotto,35,9.02
2024-10-03,Thursday,20:23,Truffle Risotto,35,6.85
2024-07-03,Wednesday,18:45,Foie Gras,50,5.54
2024-03-14,Thursday,17:42,Truffle Risotto,35,6.63
2024-01-21,Sunday,21:49,Truffle Risotto,35,9.86
2024-02-07,Wednesday,18:43,Duck Confit,40,4.34
2024-05-23,Thursday,20:22,Truffle Risotto,35,6.3
2024-02-06,Tuesday,21:55,Creme Brulee,15,3.18
2024-04-17,Wednesday,19:21,Lobster Thermidor,55,13.38
2024-11-26,Tuesday,21:00,Creme Brulee,15,1.74
2024-10-26,Saturday,17:01,Truffle Risotto,35,6.4
2024-10-19,Saturday,18:22,Lobster Thermidor,55,11.62
2024-06-02,Sunday,20:26,Foie Gras,50,10.55
2024-05-23,Thursday,18:42,Truffle Risotto,35,9.68
2024-06-28,Friday,19:30,Filet Mignon,45,6.08
2024-06-26,Wednesday,21:38,Chocolate Souffle,20,2.23
2024-01-01,Monday,21:49,Lobster Thermidor,55,8.42
2024-06-25,Tuesday,17:47,Truffle Risotto,35,6.59
2024-10-26,Saturday,17:33,Lobster Thermidor,55,5.55
2024-10-08,Tuesday,18:07,Filet Mignon,45,5.74
2024-12-14,Saturday,19:56,Chocolate Souffle,20,5.59
2024-03-25,Monday,19:56,Lobster Thermidor,55,11.45
2024-10-02,Wednesday,19:03,Salmon en Papillote,30,5.05
2024-03-08,Friday,19:47,Filet Mignon,45,11.71
2024-06-12,Wednesday,20:41,Duck Confit,40,7.93
2024-01-07,Sunday,18:04,Creme Brulee,15,3.59
2024-07-28,Sunday,19:14,Filet Mignon,45,6.21
2024-02-26,Monday,21:02,Filet Mignon,45,8.57
2024-06-14,Friday,19:25,Chocolate Souffle,20,5.06
2024-11-09,Saturday,21:43,Creme Brulee,15,3.09
2024-10-20,Sunday,20:01,Duck Confit,40,4.8
2024-02-12,Monday,18:11,Foie Gras,50,13.96
2024-11-09,Saturday,21:48,Salmon en Papillote,30,4.27
2024-02-18,Sunday,21:47,Creme Brulee,15,2.56
2024-06-10,Monday,21:39,Creme Brulee,15,3.15
2024-10-23,Wednesday,17:03,Foie Gras,50,7.35
2024-07-20,Saturday,17:47,Lobster Thermidor,55,7.48
2024-05-03,Friday,21:18,Lobster Thermidor,55,12.57
2024-08-21,Wednesday,17:47,Filet Mignon,45,8.82
2024-05-11,Saturday,19:45,Chocolate Souffle,20,3.16
2024-09-24,Tuesday,19:04,Truffle Risotto,35,7.28
2024-10-18,Friday,20:47,Truffle Risotto,35,3.62
2024-02-28,Wednesday,18:30,Chocolate Souffle,20,5.89
2024-09-03,Tuesday,20:28,Foie Gras,50,10.76
2024-12-01,Sunday,19:22,Duck Confit,40,5.72
2024-08-18,Sunday,19:17,Filet Mignon,45,10.86
2024-04-17,Wednesday,21:12,Salmon en Papillote,30,3.5
2024-04-04,Thursday,20:44,Salmon en Papillote,30,5.59
2024-12-13,Friday,19:40,Salmon en Papillote,30,6.97
2024-08-01,Thursday,20:15,Truffle Risotto,35,5.88
2024-05-11,Saturday,21:51,Creme Brulee,15,1.81
2024-09-11,Wednesday,18:31,Filet Mignon,45,4.76
2024-11-03,Sunday,20:55,Duck Confit,40,7.81
2024-12-02,Monday,17:29,Foie Gras,50,10.71
2024-09-23,Monday,20:50,Truffle Risotto,35,3.78
2024-05-09,Thursday,17:17,Chocolate Souffle,20,2.27
2024-08-06,Tuesday,18:18,Creme Brulee,15,1.9
2024-12-26,Thursday,20:28,Salmon en Papillote,30,7.15
2024-02-02,Friday,18:21,Filet Mignon,45,9.24
2024-12-06,Friday,18:33,Salmon en Papillote,30,3.62
2024-04-19,Friday,19:38,Salmon en Papillote,30,5.53
2024-08-03,Saturday,21:55,Salmon en Papillote,30,8.33
2024-03-15,Friday,19:38,Creme Brulee,15,1.64
2024-09-14,Saturday,20:17,Foie Gras,50,9.2
2024-12-21,Saturday,20:49,Creme Brulee,15,2.93
2024-04-05,Friday,20:05,Creme Brulee,15,2.69
2024-09-15,Sunday,19:14,Creme Brulee,15,4.35
2024-11-21,Thursday,21:17,Filet Mignon,45,5.18
2024-11-19,Tuesday,20:54,Chocolate Souffle,20,3.9
2024-11-09,Saturday,20:06,Creme Brulee,15,1.81
2024-04-26,Friday,17:16,Filet Mignon,45,10.67
2024-01-17,Wednesday,19:54,Duck Confit,40,4.96
2024-04-07,Sunday,17:54,Lobster Thermidor,55,12.57
2024-12-22,Sunday,18:20,Salmon en Papillote,30,4.29
2024-02-20,Tuesday,20:52,Foie Gras,50,8.11
2024-04-23,Tuesday,18:35,Foie Gras,50,11.86
2024-10-06,Sunday,21:06,Creme Brulee,15,3.42
2024-04-09,Tuesday,20:19,Foie Gras,50,5.31
2024-02-24,Saturday,17:17,Creme Brulee,15,3.51
2024-08-26,Monday,19:43,Foie Gras,50,7.23
2024-01-19,Friday,17:45,Foie Gras,50,7.0
2024-01-14,Sunday,17:32,Creme Brulee,15,3.06
2024-11-15,Friday,21:37,Creme Brulee,15,2.61
2024-01-07,Sunday,20:50,Foie Gras,50,5.37
2024-05-11,Saturday,18:41,Creme Brulee,15,4.28
2024-07-08,Monday,18:14,Chocolate Souffle,20,5.96
2024-02-25,Sunday,18:20,Truffle Risotto,35,7.1
2024-12-05,Thursday,19:33,Truffle Risotto,35,7.0
2024-07-08,Monday,20:06,Truffle Risotto,35,3.62
2024-04-06,Saturday,21:37,Truffle Risotto,35,9.52
2024-07-28,Sunday,21:47,Salmon en Papillote,30,8.73
2024-01-17,Wednesday,18:29,Duck Confit,40,8.32
2024-02-07,Wednesday,19:36,Salmon en Papillote,30,5.05
2024-08-18,Sunday,21:44,Chocolate Souffle,20,2.53
2024-07-03,Wednesday,20:38,Lobster Thermidor,55,10.01
2024-02-01,Thursday,20:35,Duck Confit,40,5.41
2024-07-14,Sunday,17:40,Lobster Thermidor,55,15.79
2024-12-24,Tuesday,19:26,Chocolate Souffle,20,4.17
2024-04-13,Saturday,20:02,Lobster Thermidor,55,9.28
2024-10-24,Thursday,20:22,Duck Confit,40,6.25
2024-12-18,Wednesday,19:23,Foie Gras,50,12.44
2024-06-08,Saturday,20:17,Lobster Thermidor,55,12.01
2024-05-21,Tuesday,17:48,Salmon en Papillote,30,7.42
2024-07-01,Monday,21:48,Creme Brulee,15,3.54
2024-06-19,Wednesday,19:03,Foie Gras,50,11.97
2024-09-28,Saturday,18:41,Lobster Thermidor,55,11.26
2024-11-13,Wednesday,17:32,Salmon en Papillote,30,4.36
2024-04-24,Wednesday,20:14,Salmon en Papillote,30,5.9
2024-05-12,Sunday,21:11,Foie Gras,50,5.41
2024-04-06,Saturday,19:11,Truffle Risotto,35,10.44
2024-04-10,Wednesday,19:24,Salmon en Papillote,30,7.07
2024-06-11,Tuesday,21:22,Lobster Thermidor,55,7.63
2024-03-15,Friday,20:36,Chocolate Souffle,20,4.17
2024-02-02,Friday,20:51,Duck Confit,40,9.69
2024-07-21,Sunday,20:52,Truffle Risotto,35,5.79
2024-11-19,Tuesday,19:02,Chocolate Souffle,20,5.05
2024-06-06,Thursday,21:06,Truffle Risotto,35,4.87
2024-06-17,Monday,17:57,Duck Confit,40,7.58
2024-03-05,Tuesday,17:02,Foie Gras,50,14.35
2024-11-03,Sunday,21:23,Salmon en Papillote,30,7.94
2024-02-01,Thursday,19:54,Salmon en Papillote,30,7.17
2024-11-25,Monday,19:30,Truffle Risotto,35,5.09
2024-08-22,Thursday,20:34,Filet Mignon,45,9.55
2024-01-20,Saturday,18:39,Filet Mignon,45,8.61
2024-06-02,Sunday,21:09,Lobster Thermidor,55,15.36
2024-12-25,Wednesday,18:13,Salmon en Papillote,30,7.49
2024-07-17,Wednesday,17:40,Foie Gras,50,7.75
2024-12-07,Saturday,17:23,Foie Gras,50,12.27
2024-02-01,Thursday,17:20,Creme Brulee,15,3.0
2024-03-01,Friday,20:07,Foie Gras,50,10.61
2024-01-02,Tuesday,20:14,Lobster Thermidor,55,6.55
2024-08-02,Friday,17:09,Foie Gras,50,7.24
2024-01-27,Saturday,17:09,Truffle Risotto,35,6.56
2024-08-07,Wednesday,21:00,Duck Confit,40,7.26
2024-07-20,Saturday,19:43,Salmon en Papillote,30,5.77
2024-05-11,Saturday,20:43,Foie Gras,50,11.06
2024-01-14,Sunday,18:36,Creme Brulee,15,4.09
2024-11-14,Thursday,19:59,Filet Mignon,45,5.38
2024-11-10,Sunday,20:32,Filet Mignon,45,6.75
2024-04-12,Friday,20:36,Truffle Risotto,35,7.84
2024-07-18,Thursday,20:38,Creme Brulee,15,3.77
2024-11-05,Tuesday,21:22,Foie Gras,50,6.73
2024-03-25,Monday,21:20,Creme Brulee,15,3.61
2024-05-24,Friday,19:34,Salmon en Papillote,30,4.44
2024-12-22,Sunday,19:42,Lobster Thermidor,55,11.57
2024-08-15,Thursday,20:25,Salmon en Papillote,30,3.33
2024-11-23,Saturday,21:15,Lobster Thermidor,55,6.81
2024-02-21,Wednesday,17:39,Foie Gras,50,9.57
2024-05-12,Sunday,20:49,Foie Gras,50,12.86
2024-07-07,Sunday,17:05,Chocolate Souffle,20,3.97
2024-09-10,Tuesday,19:39,Filet Mignon,45,8.49
2024-04-26,Friday,18:28,Foie Gras,50,11.53
2024-03-01,Friday,21:30,Chocolate Souffle,20,2.25
2024-01-17,Wednesday,18:27,Foie Gras,50,6.74
2024-02-23,Friday,18:56,Salmon en Papillote,30,7.25
2024-12-08,Sunday,20:55,Duck Confit,40,4.37
2024-06-23,Sunday,18:44,Truffle Risotto,35,7.98
2024-04-19,Friday,18:06,Duck Confit,40,4.84
2024-08-26,Monday,17:11,Truffle Risotto,35,8.77
2024-12-07,Saturday,20:38,Salmon en Papillote,30,7.2
2024-10-13,Sunday,20:13,Chocolate Souffle,20,2.02
2024-04-05,Friday,18:07,Creme Brulee,15,4.2
2024-09-16,Monday,19:41,Filet Mignon,45,13.2
2024-06-16,Sunday,21:03,Creme Brulee,15,2.62
2024-06-26,Wednesday,20:47,Salmon en Papillote,30,8.83
2024-02-12,Monday,17:43,Creme Brulee,15,2.22
2024-07-14,Sunday,17:34,Chocolate Souffle,20,4.71
2024-02-12,Monday,18:06,Lobster Thermidor,55,11.86
2024-12-13,Friday,17:17,Salmon en Papillote,30,3.68
2024-08-03,Saturday,20:49,Truffle Risotto,35,9.63
2024-07-05,Friday,18:55,Truffle Risotto,35,6.8
2024-05-07,Tuesday,20:00,Duck Confit,40,10.0
2024-11-25,Monday,21:33,Filet Mignon,45,9.98
2024-07-10,Wednesday,20:14,Truffle Risotto,35,7.14
2024-02-28,Wednesday,17:26,Lobster Thermidor,55,8.96
2024-08-15,Thursday,17:25,Foie Gras,50,10.08
2024-07-19,Friday,20:24,Truffle Risotto,35,5.61
2024-11-28,Thursday,18:48,Salmon en Papillote,30,5.58
2024-11-06,Wednesday,21:25,Salmon en Papillote,30,7.27
2024-02-10,Saturday,19:36,Duck Confit,40,7.23
2024-10-17,Thursday,20:34,Foie Gras,50,7.07
2024-05-23,Thursday,20:51,Salmon en Papillote,30,4.75
2024-11-22,Friday,21:43,Lobster Thermidor,55,13.64
2024-11-23,Saturday,17:25,Truffle Risotto,35,6.85
2024-01-21,Sunday,17:45,Salmon en Papillote,30,7.52
2024-03-10,Sunday,20:49,Filet Mignon,45,4.91
2024-04-15,Monday,19:32,Filet Mignon,45,7.19
2024-05-06,Monday,21:45,Lobster Thermidor,55,12.69
2024-03-12,Tuesday,17:37,Truffle Risotto,35,7.78
2024-04-19,Friday,21:46,Salmon en Papillote,30,7.32
2024-06-18,Tuesday,19:01,Lobster Thermidor,55,6.54
2024-04-08,Monday,20:44,Creme Brulee,15,3.38
2024-12-01,Sunday,21:42,Creme Brulee,15,4.15
2024-11-26,Tuesday,18:05,Truffle Risotto,35,6.69
2024-03-13,Wednesday,18:58,Filet Mignon,45,12.66
2024-01-24,Wednesday,21:52,Duck Confit,40,11.49
2024-07-19,Friday,17:26,Creme Brulee,15,4.16
2024-03-01,Friday,17:53,Foie Gras,50,11.47
2024-08-25,Sunday,20:02,Truffle Risotto,35,7.99
2024-10-27,Sunday,19:24,Truffle Risotto,35,7.6
2024-03-12,Tuesday,19:58,Filet Mignon,45,9.11
2024-08-12,Monday,17:45,Filet Mignon,45,6.9
2024-05-21,Tuesday,19:39,Lobster Thermidor,55,9.54
2024-07-24,Wednesday,21:23,Filet Mignon,45,8.47
2024-10-03,Thursday,18:08,Chocolate Souffle,20,4.54
2024-09-01,Sunday,19:28,Foie Gras,50,10.74
2024-04-08,Monday,19:26,Creme Brulee,15,3.92
2024-09-11,Wednesday,18:44,Duck Confit,40,10.12
2024-10-23,Wednesday,19:44,Duck Confit,40,6.51
2024-08-08,Thursday,19:56,Salmon en Papillote,30,7.32
2024-02-22,Thursday,17:52,Duck Confit,40,4.49
2024-10-18,Friday,18:25,Filet Mignon,45,11.37
2024-04-27,Saturday,20:04,Truffle Risotto,35,3.96
2024-07-21,Sunday,20:17,Duck Confit,40,7.75
2024-01-26,Friday,18:53,Truffle Risotto,35,6.91
2024-08-04,Sunday,21:22,Creme Brulee,15,1.68
2024-07-20,Saturday,17:22,Duck Confit,40,9.37
2024-08-05,Monday,17:37,Creme Brulee,15,4.46
2024-10-02,Wednesday,18:50,Chocolate Souffle,20,4.04
2024-09-22,Sunday,19:29,Salmon en Papillote,30,5.11
2024-04-17,Wednesday,19:14,Filet Mignon,45,11.7
2024-10-08,Tuesday,19:54,Chocolate Souffle,20,2.1
2024-07-13,Saturday,18:22,Chocolate Souffle,20,3.19
2024-11-16,Saturday,17:11,Foie Gras,50,5.61
2024-09-26,Thursday,21:48,Truffle Risotto,35,5.22
2024-03-04,Monday,18:50,Lobster Thermidor,55,9.06
2024-02-24,Saturday,20:28,Salmon en Papillote,30,5.43
2024-03-17,Sunday,17:28,Foie Gras,50,5.51
2024-02-06,Tuesday,19:50,Lobster Thermidor,55,11.43
2024-04-08,Monday,21:59,Creme Brulee,15,3.67
2024-05-04,Saturday,21:37,Creme Brulee,15,2.32
2024-07-22,Monday,18:29,Filet Mignon,45,5.52
2024-12-25,Wednesday,19:40,Foie Gras,50,13.17
2024-12-19,Thursday,18:28,Truffle Risotto,35,9.83
2024-05-09,Thursday,18:08,Lobster Thermidor,55,6.06
2024-05-07,Tuesday,21:40,Duck Confit,40,5.13
2024-02-12,Monday,20:31,Duck Confit,40,10.47
2024-12-20,Friday,20:32,Lobster Thermidor,55,14.04
2024-06-01,Saturday,19:49,Chocolate Souffle,20,5.45
2024-02-08,Thursday,19:01,Foie Gras,50,11.22
2024-05-11,Saturday,20:23,Filet Mignon,45,8.67
2024-07-02,Tuesday,19:55,Salmon en Papillote,30,7.28
2024-02-25,Sunday,18:47,Salmon en Papillote,30,8.91
2024-10-11,Friday,17:19,Salmon en Papillote,30,3.12
2024-02-16,Friday,19:29,Truffle Risotto,35,3.99
2024-02-22,Thursday,20:08,Salmon en Papillote,30,5.02
2024-02-06,Tuesday,18:50,Creme Brulee,15,2.84
2024-08-09,Friday,20:37,Foie Gras,50,14.74
2024-02-09,Friday,20:29,Creme Brulee,15,2.42
2024-08-15,Thursday,19:13,Foie Gras,50,10.17
2024-08-13,Tuesday,18:36,Salmon en Papillote,30,3.24
2024-07-02,Tuesday,17:34,Foie Gras,50,13.55
2024-03-24,Sunday,19:11,Creme Brulee,15,1.75
2024-07-14,Sunday,21:18,Lobster Thermidor,55,12.08
2024-03-19,Tuesday,19:14,Chocolate Souffle,20,5.21
2024-06-11,Tuesday,19:38,Chocolate Souffle,20,5.22
2024-05-11,Saturday,18:00,Salmon en Papillote,30,4.77
2024-01-10,Wednesday,17:48,Salmon en Papillote,30,6.94
2024-09-06,Friday,21:58,Filet Mignon,45,9.83
2024-06-25,Tuesday,17:16,Creme Brulee,15,1.6
2024-06-15,Saturday,20:14,Salmon en Papillote,30,6.28
2024-09-07,Saturday,20:37,Salmon en Papillote,30,7.16
2024-08-06,Tuesday,21:01,Salmon en Papillote,30,3.45
2024-11-05,Tuesday,19:17,Chocolate Souffle,20,5.1
2024-05-18,Saturday,21:59,Chocolate Souffle,20,2.59
2024-12-02,Monday,19:43,Salmon en Papillote,30,6.61
2024-03-13,Wednesday,19:51,Filet Mignon,45,6.27
2024-03-05,Tuesday,18:51,Salmon en Papillote,30,5.0
2024-07-20,Saturday,17:03,Filet Mignon,45,13.19
2024-04-11,Thursday,20:08,Foie Gras,50,14.0
2024-07-25,Thursday,19:21,Filet Mignon,45,9.45
2024-08-08,Thursday,19:00,Foie Gras,50,7.42
2024-08-22,Thursday,17:37,Duck Confit,40,5.35
2024-09-14,Saturday,20:34,Foie Gras,50,9.89
2024-06-23,Sunday,19:08,Lobster Thermidor,55,9.51
2024-07-11,Thursday,19:49,Duck Confit,40,10.72
2024-05-14,Tuesday,18:14,Creme Brulee,15,2.89
2024-03-08,Friday,18:39,Truffle Risotto,35,8.83
2024-03-04,Monday,20:05,Truffle Risotto,35,8.04
2024-05-02,Thursday,18:07,Salmon en Papillote,30,5.85
2024-02-23,Friday,21:28,Filet Mignon,45,6.63
2024-04-17,Wednesday,18:12,Salmon en Papillote,30,7.5
2024-07-03,Wednesday,20:49,Truffle Risotto,35,9.43
2024-08-04,Sunday,21:54,Lobster Thermidor,55,15.53
2024-12-28,Saturday,20:40,Lobster Thermidor,55,8.44
2024-05-26,Sunday,20:41,Duck Confit,40,9.43
2024-05-08,Wednesday,20:45,Creme Brulee,15,1.92
2024-03-03,Sunday,19:57,Foie Gras,50,12.36
2024-11-21,Thursday,18:47,Creme Brulee,15,2.9
2024-04-22,Monday,19:20,Foie Gras,50,13.33
2024-09-01,Sunday,18:20,Foie Gras,50,7.49
2024-10-13,Sunday,19:36,Duck Confit,40,7.05
2024-04-24,Wednesday,17:10,Lobster Thermidor,55,10.78
2024-04-09,Tuesday,21:48,Foie Gras,50,7.24
2024-11-25,Monday,18:02,Truffle Risotto,35,10.45
2024-01-06,Saturday,19:39,Salmon en Papillote,30,4.31
2024-01-02,Tuesday,18:43,Chocolate Souffle,20,3.03
2024-06-02,Sunday,17:47,Chocolate Souffle,20,5.06
2024-10-10,Thursday,17:42,Truffle Risotto,35,5.99
2024-03-17,Sunday,19:08,Chocolate Souffle,20,4.12
2024-01-24,Wednesday,18:52,Creme Brulee,15,3.15
2024-10-15,Tuesday,17:37,Creme Brulee,15,2.83
2024-03-22,Friday,18:36,Creme Brulee,15,2.27
2024-03-21,Thursday,18:26,Chocolate Souffle,20,4.25
2024-02-11,Sunday,18:08,Duck Confit,40,9.04
2024-07-27,Saturday,18:00,Salmon en Papillote,30,4.12
2024-04-03,Wednesday,21:50,Creme Brulee,15,3.82
2024-11-16,Saturday,17:25,Foie Gras,50,13.11
2024-09-18,Wednesday,19:03,Lobster Thermidor,55,6.05
2024-10-19,Saturday,20:44,Salmon en Papillote,30,7.37
2024-07-18,Thursday,21:08,Lobster Thermidor,55,15.27
2024-04-12,Friday,20:17,Foie Gras,50,8.84
2024-05-19,Sunday,21:18,Foie Gras,50,14.89
2024-12-06,Friday,20:07,Filet Mignon,45,9.45
2024-06-09,Sunday,18:34,Duck Confit,40,11.65
2024-11-26,Tuesday,18:24,Lobster Thermidor,55,15.69
2024-05-23,Thursday,19:03,Salmon en Papillote,30,5.99
2024-05-17,Friday,18:19,Salmon en Papillote,30,6.19
2024-08-27,Tuesday,17:16,Creme Brulee,15,3.63
2024-09-01,Sunday,17:38,Truffle Risotto,35,8.21
2024-06-08,Saturday,19:18,Creme Brulee,15,3.75
2024-12-12,Thursday,17:57,Salmon en Papillote,30,7.29
2024-11-08,Friday,20:31,Lobster Thermidor,55,5.73
2024-03-23,Saturday,17:36,Salmon en Papillote,30,7.51
2024-01-15,Monday,17:18,Duck Confit,40,4.87
2024-10-05,Saturday,20:04,Chocolate Souffle,20,3.48
2024-01-14,Sunday,18:06,Salmon en Papillote,30,4.86
2024-08-09,Friday,19:04,Lobster Thermidor,55,8.3
2024-03-05,Tuesday,19:40,Duck Confit,40,11.23
2024-11-06,Wednesday,20:17,Creme Brulee,15,4.05
2024-05-27,Monday,20:20,Foie Gras,50,10.46
2024-06-03,Monday,18:45,Lobster Thermidor,55,14.53
2024-04-09,Tuesday,18:14,Truffle Risotto,35,4.63
2024-08-12,Monday,19:46,Chocolate Souffle,20,5.78
2024-12-12,Thursday,17:32,Chocolate Souffle,20,3.1
2024-05-17,Friday,20:14,Foie Gras,50,9.67
2024-06-21,Friday,18:31,Truffle Risotto,35,5.77
2024-06-24,Monday,18:10,Lobster Thermidor,55,11.24
2024-04-12,Friday,21:20,Duck Confit,40,9.56
2024-07-08,Monday,20:44,Foie Gras,50,7.23
2024-11-04,Monday,20:29,Lobster Thermidor,55,11.67
2024-04-05,Friday,20:28,Creme Brulee,15,1.82
2024-06-05,Wednesday,20:20,Lobster Thermidor,55,12.42
2024-07-13,Saturday,19:49,Foie Gras,50,8.06
2024-06-07,Friday,17:11,Creme Brulee,15,3.21
2024-04-06,Saturday,17:41,Truffle Risotto,35,6.93
2024-11-13,Wednesday,19:00,Salmon en Papillote,30,5.88
2024-09-13,Friday,19:21,Duck Confit,40,10.46
2024-04-02,Tuesday,21:18,Chocolate Souffle,20,5.92
2024-08-23,Friday,17:36,Lobster Thermidor,55,7.84
2024-07-27,Saturday,21:28,Salmon en Papillote,30,7.72
2024-05-05,Sunday,19:58,Lobster Thermidor,55,13.32
2024-01-03,Wednesday,19:03,Lobster Thermidor,55,12.91
2024-08-21,Wednesday,19:30,Truffle Risotto,35,5.27
2024-04-22,Monday,20:59,Duck Confit,40,7.56
2024-10-27,Sunday,19:05,Filet Mignon,45,11.72
2024-04-09,Tuesday,21:03,Filet Mignon,45,12.93
2024-04-10,Wednesday,19:21,Filet Mignon,45,9.22
2024-05-02,Thursday,17:34,Lobster Thermidor,55,7.87
2024-04-14,Sunday,19:40,Filet Mignon,45,5.7
2024-06-10,Monday,19:14,Salmon en Papillote,30,5.05
2024-12-02,Monday,19:04,Filet Mignon,45,9.15
2024-04-24,Wednesday,19:47,Lobster Thermidor,55,8.35
2024-09-25,Wednesday,19:39,Duck Confit,40,11.02
2024-06-09,Sunday,19:32,Duck Confit,40,11.43
2024-09-01,Sunday,19:41,Filet Mignon,45,6.07
2024-12-02,Monday,20:12,Filet Mignon,45,6.89
2024-09-14,Saturday,20:38,Truffle Risotto,35,6.05
2024-02-08,Thursday,19:00,Chocolate Souffle,20,5.8
2024-02-05,Monday,18:43,Chocolate Souffle,20,2.47
2024-02-23,Friday,20:44,Truffle Risotto,35,7.93
2024-10-20,Sunday,19:36,Creme Brulee,15,1.95
2024-02-15,Thursday,21:49,Chocolate Souffle,20,3.8
2024-09-17,Tuesday,21:34,Filet Mignon,45,4.91
2024-05-24,Friday,21:06,Duck Confit,40,6.75
2024-09-14,Saturday,20:55,Salmon en Papillote,30,5.91
2024-02-18,Sunday,17:39,Filet Mignon,45,5.74
2024-12-01,Sunday,19:35,Foie Gras,50,7.28
2024-08-24,Saturday,17:40,Chocolate Souffle,20,5.28
2024-02-09,Friday,19:32,Lobster Thermidor,55,11.9
2024-06-23,Sunday,17:09,Creme Brulee,15,3.77
2024-04-24,Wednesday,17:14,Salmon en Papillote,30,8.99
2024-04-25,Thursday,21:50,Salmon en Papillote,30,5.1
2024-10-03,Thursday,20:34,Truffle Risotto,35,3.75
2024-06-04,Tuesday,19:44,Filet Mignon,45,13.4
2024-07-15,Monday,18:53,Duck Confit,40,10.69
2024-09-28,Saturday,18:14,Lobster Thermidor,55,14.81
2024-05-18,Saturday,18:17,Lobster Thermidor,55,9.85
2024-03-15,Friday,21:59,Duck Confit,40,5.67
2024-08-02,Friday,20:38,Creme Brulee,15,3.78
2024-05-16,Thursday,20:25,Chocolate Souffle,20,2.56
2024-04-24,Wednesday,18:23,Lobster Thermidor,55,6.78
2024-08-08,Thursday,21:41,Lobster Thermidor,55,11.1
2024-02-25,Sunday,18:36,Foie Gras,50,8.72
2024-10-04,Friday,17:44,Chocolate Souffle,20,3.95
2024-12-15,Sunday,21:08,Lobster Thermidor,55,9.83
2024-06-18,Tuesday,21:03,Filet Mignon,45,7.2
2024-09-03,Tuesday,19:32,Creme Brulee,15,3.85
2024-06-17,Monday,20:36,Filet Mignon,45,12.05
2024-09-07,Saturday,21:53,Duck Confit,40,5.8
2024-02-05,Monday,18:40,Salmon en Papillote,30,4.21
2024-10-05,Saturday,21:36,Filet Mignon,45,12.7
2024-12-10,Tuesday,18:50,Duck Confit,40,7.04
2024-03-13,Wednesday,21:23,Truffle Risotto,35,9.89
2024-12-01,Sunday,17:47,Duck Confit,40,4.91
2024-03-16,Saturday,21:45,Truffle Risotto,35,6.03
2024-04-13,Saturday,18:28,Lobster Thermidor,55,9.7
2024-08-03,Saturday,21:47,Truffle Risotto,35,10.48
2024-02-11,Sunday,19:44,Truffle Risotto,35,4.68
2024-08-15,Thursday,18:20,Salmon en Papillote,30,6.07
2024-10-07,Monday,21:19,Duck Confit,40,7.75
2024-02-11,Sunday,17:51,Foie Gras,50,7.4
